instance_id,n_sys,d,M,M_over_d,fiducial_id,orbit_index_set_id,prior_type,benchmark_seed,data_seed,raw_outcomes,effective_m_outcomes,projection_strategy,class_group_sizes,coverage_ratio,model_type,model_name,walsh_degree,p_opt,p_succ_walsh_deg1,gap_abs_walsh_deg1,gap_rel_walsh_deg1,num_ucr_params_walsh_deg1,optimizer_name,learning_rate,learning_rate_schedule,max_steps,eval_interval,threshold,num_restarts,stopping_rule,aggregation_rule,best_restart_walsh_deg1,seed_opt_walsh_deg1,num_steps_walsh_deg1,termination_reason_walsh_deg1,wall_clock_sec_walsh_deg1
3,3,8,7,0.875,weyl_seed_307003,weyl_labels_seed_607003_unique,uniform,307003,607003,8,7,drop_extra,"[1, 1, 1, 1, 1, 1, 1]",0.875,walsh_degree_1,walsh_k_local,1,0.8024585156877306,0.8024581565740043,3.591137263114774e-07,4.4751687382083095e-07,15,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,26,26,350,threshold,4.243217470124364
4,3,8,7,0.875,weyl_seed_307004,weyl_labels_seed_607004_unique,uniform,307004,607004,8,7,drop_extra,"[1, 1, 1, 1, 1, 1, 1]",0.875,walsh_degree_1,walsh_k_local,1,0.8545108305660589,0.8545106318513713,1.9871468759369293e-07,2.3254788644639778e-07,15,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,45,45,300,threshold,3.411818841472268
5,3,8,7,0.875,weyl_seed_307005,weyl_labels_seed_607005_unique,uniform,307005,607005,8,7,drop_extra,"[1, 1, 1, 1, 1, 1, 1]",0.875,walsh_degree_1,walsh_k_local,1,0.714472771287475,0.7144729101130682,-1.388255932432969e-07,-1.9430494599973928e-07,15,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,48,48,300,threshold,3.1118402909487486
6,3,8,7,0.875,weyl_seed_307006,weyl_labels_seed_607006_unique,uniform,307006,607006,8,7,drop_extra,"[1, 1, 1, 1, 1, 1, 1]",0.875,walsh_degree_1,walsh_k_local,1,0.8190602049092611,0.819059398289487,8.066197740852488e-07,9.848113352969084e-07,15,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,45,45,350,threshold,3.913773512467742
7,3,8,7,0.875,weyl_seed_307007,weyl_labels_seed_607007_unique,uniform,307007,607007,8,7,drop_extra,"[1, 1, 1, 1, 1, 1, 1]",0.875,walsh_degree_1,walsh_k_local,1,0.7181250391583583,0.7181258324120616,-7.932537032795395e-07,-1.1046178033413677e-06,15,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,38,38,450,threshold,4.59257035702467
8,3,8,7,0.875,weyl_seed_307008,weyl_labels_seed_607008_unique,uniform,307008,607008,8,7,drop_extra,"[1, 1, 1, 1, 1, 1, 1]",0.875,walsh_degree_1,walsh_k_local,1,0.8557083810862016,0.855708369258586,1.1827615664650182e-08,1.3822016853027295e-08,15,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,2,2,300,threshold,4.094380244612694
9,3,8,7,0.875,weyl_seed_307009,weyl_labels_seed_607009_unique,uniform,307009,607009,8,7,drop_extra,"[1, 1, 1, 1, 1, 1, 1]",0.875,walsh_degree_1,walsh_k_local,1,0.6807714899828061,0.6807722650468377,-7.750640316217527e-07,-1.138508358570257e-06,15,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,18,18,350,threshold,4.059029303491116
0,3,8,8,1.0,weyl_seed_308000,weyl_labels_seed_608000_unique,uniform,308000,608000,8,8,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1]",1.0,walsh_degree_1,walsh_k_local,1,0.7710054242671281,0.7710073573925833,-1.933125455155782e-06,-2.507278670566158e-06,15,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,25,25,400,threshold,5.014940140768886
1,3,8,8,1.0,weyl_seed_308001,weyl_labels_seed_608001_unique,uniform,308001,608001,8,8,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1]",1.0,walsh_degree_1,walsh_k_local,1,0.7855572668897552,0.7855577117347334,-4.4484497818686464e-07,-5.662795023819619e-07,15,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,48,48,300,threshold,3.692640107125044
2,3,8,8,1.0,weyl_seed_308002,weyl_labels_seed_608002_unique,uniform,308002,608002,8,8,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1]",1.0,walsh_degree_1,walsh_k_local,1,0.8295348730786222,0.8295363805912961,-1.5075126739150235e-06,-1.8172987331084074e-06,15,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,26,26,1000,threshold,11.072332946583629
3,3,8,8,1.0,weyl_seed_308003,weyl_labels_seed_608003_unique,uniform,308003,608003,8,8,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1]",1.0,walsh_degree_1,walsh_k_local,1,0.6863409464462593,0.6863428566916376,-1.910245378322628e-06,-2.7832309702830778e-06,15,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,11,11,350,threshold,4.213947534561157
4,3,8,8,1.0,weyl_seed_308004,weyl_labels_seed_608004_unique,uniform,308004,608004,8,8,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1]",1.0,walsh_degree_1,walsh_k_local,1,0.8177296341060353,0.8177317359818347,-2.1018757994095694e-06,-2.5703798807626658e-06,15,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,48,48,350,threshold,3.9543547481298447
5,3,8,8,1.0,weyl_seed_308005,weyl_labels_seed_608005_unique,uniform,308005,608005,8,8,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1]",1.0,walsh_degree_1,walsh_k_local,1,0.8167435949144891,0.8167453104391003,-1.7155246111455469e-06,-2.1004445236269747e-06,15,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,14,14,300,threshold,3.6089249216020107
6,3,8,8,1.0,weyl_seed_308006,weyl_labels_seed_608006_unique,uniform,308006,608006,8,8,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1]",1.0,walsh_degree_1,walsh_k_local,1,0.774859773773951,0.7748628525594357,-3.0787854846670015e-06,-3.973345357279022e-06,15,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,17,17,300,threshold,3.68739047460258
7,3,8,8,1.0,weyl_seed_308007,weyl_labels_seed_608007_unique,uniform,308007,608007,8,8,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1]",1.0,walsh_degree_1,walsh_k_local,1,0.7663901190549565,0.7663915453536664,-1.426298709916729e-06,-1.8610609328777786e-06,15,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,11,11,300,threshold,3.5469864644110203
8,3,8,8,1.0,weyl_seed_308008,weyl_labels_seed_608008_unique,uniform,308008,608008,8,8,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1]",1.0,walsh_degree_1,walsh_k_local,1,0.7574250083808332,0.7574292897402458,-4.281359412661168e-06,-5.6525192135041055e-06,15,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,45,45,550,threshold,9.784382563084364
9,3,8,8,1.0,weyl_seed_308009,weyl_labels_seed_608009_unique,uniform,308009,608009,8,8,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1]",1.0,walsh_degree_1,walsh_k_local,1,0.7887150445490275,0.788724415159656,-9.370610628445242e-06,-1.1880856962482796e-05,15,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,0,0,300,threshold,73.57732993923128
0,3,8,9,1.125,weyl_seed_309000,weyl_labels_seed_609000_unique,uniform,309000,609000,16,9,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.5625,walsh_degree_1,walsh_k_local,1,0.6976769379201079,0.6917046554773686,0.005972282442739285,0.008560240590069757,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,43,43,300,threshold,21.910113766789436
1,3,8,9,1.125,weyl_seed_309001,weyl_labels_seed_609001_unique,uniform,309001,609001,16,9,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.5625,walsh_degree_1,walsh_k_local,1,0.7600614553931042,0.7177832326505224,0.04227822274258186,0.05562474250284872,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,14,14,500,threshold,35.542697915807366
2,3,8,9,1.125,weyl_seed_309002,weyl_labels_seed_609002_unique,uniform,309002,609002,16,9,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.5625,walsh_degree_1,walsh_k_local,1,0.6767096934236514,0.6525122542332199,0.02419743919043149,0.03575748866254644,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,0,0,300,threshold,269.0965648833662
3,3,8,9,1.125,weyl_seed_309003,weyl_labels_seed_609003_unique,uniform,309003,609003,16,9,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.5625,walsh_degree_1,walsh_k_local,1,0.7297702373273574,0.7223418329736926,0.007428404353664764,0.01017910017935215,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,41,41,300,threshold,21.367838637903333
4,3,8,9,1.125,weyl_seed_309004,weyl_labels_seed_609004_unique,uniform,309004,609004,16,9,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.5625,walsh_degree_1,walsh_k_local,1,0.721296251925996,0.7176219135660167,0.0036743383599793233,0.005094076601906848,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,43,43,300,threshold,22.233477322384715
5,3,8,9,1.125,weyl_seed_309005,weyl_labels_seed_609005_unique,uniform,309005,609005,16,9,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.5625,walsh_degree_1,walsh_k_local,1,0.7041657144196574,0.6329656285746975,0.07120008584495985,0.10111268468053695,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,14,14,1000,max_steps,71.45497069321573
6,3,8,9,1.125,weyl_seed_309006,weyl_labels_seed_609006_unique,uniform,309006,609006,16,9,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.5625,walsh_degree_1,walsh_k_local,1,0.6840817328009497,0.6653578536644903,0.018723879136459454,0.027370821699616445,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,30,30,300,threshold,21.84874352812767
7,3,8,9,1.125,weyl_seed_309007,weyl_labels_seed_609007_unique,uniform,309007,609007,16,9,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.5625,walsh_degree_1,walsh_k_local,1,0.7608501238502832,0.7214822170449455,0.03936790680533764,0.051741999601861516,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,35,35,300,threshold,21.47299014031887
8,3,8,9,1.125,weyl_seed_309008,weyl_labels_seed_609008_unique,uniform,309008,609008,16,9,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.5625,walsh_degree_1,walsh_k_local,1,0.7372067000682518,0.7211670787193716,0.016039621348880262,0.021757291879462418,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,35,35,300,threshold,21.265417659655213
9,3,8,9,1.125,weyl_seed_309009,weyl_labels_seed_609009_unique,uniform,309009,609009,16,9,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.5625,walsh_degree_1,walsh_k_local,1,0.7477531864471982,0.6900244745871232,0.057728711860075,0.07720289649899265,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,9,9,300,threshold,21.039018040522933
