experiment_id,benchmark_name,M,instance_id,n_sys,d,state_count,state_dim,rank_tol,rank,expected_rank,rank_equals_M,lambda_min,lambda_max,gram_trace,condition_number,max_offdiag_abs,pairwise_fidelity_mean,pairwise_fidelity_max,benchmark_seed,data_seed,ensemble_seed,benchmark_internal_seed,existing_gram_rank_numeric,rank_matches_existing,state_generation,stateprep_operation,stateprep_decomposition,label_payload
weyl_heisenberg,Weyl-Heisenberg,8,0,3,8,8,8,1e-10,8,8,True,0.017512465081451087,2.310510408598227,8.000001011215867,131.9351900404633,0.7006203851737158,0.10044418468751205,0.49086892412096594,308000,608000,,,,,fiducial_state_then_unique_weyl_orbit,"seed_from_angles -> Weyl(a,b) -> simple_scrambler","RY/RZ seed rotations, CNOT chain, CZ ring, QFT-based X_d, RZ-based Z_d","{""labels_ab"": [[6, 5], [6, 1], [1, 3], [2, 6], [2, 2], [1, 1], [7, 5], [5, 2]]}"
weyl_heisenberg,Weyl-Heisenberg,8,1,3,8,8,8,1e-10,8,8,True,0.001619449102212375,2.227326781953989,7.999999663319709,1375.360780966302,0.9034368395702854,0.08173487451580537,0.8161981230927456,308001,608001,,,,,fiducial_state_then_unique_weyl_orbit,"seed_from_angles -> Weyl(a,b) -> simple_scrambler","RY/RZ seed rotations, CNOT chain, CZ ring, QFT-based X_d, RZ-based Z_d","{""labels_ab"": [[7, 6], [3, 4], [2, 1], [0, 2], [6, 5], [1, 4], [3, 7], [1, 2]]}"
weyl_heisenberg,Weyl-Heisenberg,8,2,3,8,8,8,1e-10,8,8,True,0.04268749937867716,2.2946543612831296,8.000000701875003,53.75471495595108,0.5028100470266083,0.07528348320744348,0.2528179433909,308002,608002,,,,,fiducial_state_then_unique_weyl_orbit,"seed_from_angles -> Weyl(a,b) -> simple_scrambler","RY/RZ seed rotations, CNOT chain, CZ ring, QFT-based X_d, RZ-based Z_d","{""labels_ab"": [[6, 1], [5, 2], [4, 5], [1, 6], [3, 4], [5, 3], [3, 0], [3, 7]]}"
weyl_heisenberg,Weyl-Heisenberg,8,3,3,8,8,8,1e-10,8,8,True,0.006093793711577796,3.3232934228913145,8.00000003166483,545.3570600162066,0.7132286219270966,0.1650239145645802,0.5086950671360253,308003,608003,,,,,fiducial_state_then_unique_weyl_orbit,"seed_from_angles -> Weyl(a,b) -> simple_scrambler","RY/RZ seed rotations, CNOT chain, CZ ring, QFT-based X_d, RZ-based Z_d","{""labels_ab"": [[6, 3], [4, 2], [6, 4], [5, 1], [5, 4], [7, 0], [5, 7], [3, 2]]}"
weyl_heisenberg,Weyl-Heisenberg,8,4,3,8,8,8,1e-10,8,8,True,0.018780507809441963,2.229345665115585,7.999999285368597,118.70529208985361,0.4362505897435494,0.07534779022643792,0.19031457705159466,308004,608004,,,,,fiducial_state_then_unique_weyl_orbit,"seed_from_angles -> Weyl(a,b) -> simple_scrambler","RY/RZ seed rotations, CNOT chain, CZ ring, QFT-based X_d, RZ-based Z_d","{""labels_ab"": [[3, 3], [6, 6], [1, 7], [2, 7], [1, 3], [0, 6], [4, 5], [7, 1]]}"
weyl_heisenberg,Weyl-Heisenberg,8,5,3,8,8,8,1e-10,8,8,True,0.020173036425683598,2.2435687213418887,8.00000078557444,111.21621326601365,0.5220355701105867,0.07698907273799173,0.2725211364606852,308005,608005,,,,,fiducial_state_then_unique_weyl_orbit,"seed_from_angles -> Weyl(a,b) -> simple_scrambler","RY/RZ seed rotations, CNOT chain, CZ ring, QFT-based X_d, RZ-based Z_d","{""labels_ab"": [[5, 6], [1, 2], [2, 1], [0, 5], [2, 0], [4, 0], [7, 6], [3, 4]]}"
weyl_heisenberg,Weyl-Heisenberg,8,6,3,8,8,8,1e-10,8,8,True,0.012858093821884908,3.1213262612899038,7.99999973645495,242.751865441929,0.7752841457791195,0.12334458055100594,0.6010655066964591,308006,608006,,,,,fiducial_state_then_unique_weyl_orbit,"seed_from_angles -> Weyl(a,b) -> simple_scrambler","RY/RZ seed rotations, CNOT chain, CZ ring, QFT-based X_d, RZ-based Z_d","{""labels_ab"": [[3, 3], [2, 4], [0, 4], [4, 2], [2, 6], [4, 5], [1, 6], [6, 5]]}"
weyl_heisenberg,Weyl-Heisenberg,8,7,3,8,8,8,1e-10,8,8,True,0.0162137897502725,2.735882533377866,7.999998895930592,168.73800484133483,0.5571992466671085,0.11377912122636394,0.31047100048639326,308007,608007,,,,,fiducial_state_then_unique_weyl_orbit,"seed_from_angles -> Weyl(a,b) -> simple_scrambler","RY/RZ seed rotations, CNOT chain, CZ ring, QFT-based X_d, RZ-based Z_d","{""labels_ab"": [[1, 7], [4, 1], [2, 6], [5, 5], [4, 7], [7, 3], [2, 2], [1, 1]]}"
weyl_heisenberg,Weyl-Heisenberg,8,8,3,8,8,8,1e-10,8,8,True,0.004164329154981172,2.630294690377655,7.9999997112556205,631.6250691258213,0.906914197805756,0.11394420879073008,0.8224933621816579,308008,608008,,,,,fiducial_state_then_unique_weyl_orbit,"seed_from_angles -> Weyl(a,b) -> simple_scrambler","RY/RZ seed rotations, CNOT chain, CZ ring, QFT-based X_d, RZ-based Z_d","{""labels_ab"": [[6, 4], [0, 4], [7, 5], [5, 7], [6, 5], [1, 1], [0, 6], [3, 1]]}"
weyl_heisenberg,Weyl-Heisenberg,8,9,3,8,8,8,1e-10,8,8,True,0.0026922124957304908,2.4212772716479183,7.999999680564905,899.3633583856247,0.7823926645543469,0.08700455186746267,0.6121382815484507,308009,608009,,,,,fiducial_state_then_unique_weyl_orbit,"seed_from_angles -> Weyl(a,b) -> simple_scrambler","RY/RZ seed rotations, CNOT chain, CZ ring, QFT-based X_d, RZ-based Z_d","{""labels_ab"": [[3, 6], [0, 5], [2, 3], [4, 1], [4, 6], [4, 5], [6, 5], [7, 7]]}"
